"","Language","Place.Name","region","Longitude","Latitude"
"28693","sql","alexandria","virginia",-77.1485,38.7596
"28694","swift","alexandria","virginia",-77.1485,38.7596
"28695","c++","alexandria","virginia",-77.1484,38.8191
"28696","html","alexandria","virginia",-77.1484,38.8191
"28697","javascript","alexandria","virginia",-77.1484,38.8191
"28698","matlab","alexandria","virginia",-77.1484,38.8191
"28699","python","alexandria","virginia",-77.1484,38.8191
"28700","sql","alexandria","virginia",-77.1484,38.8191
"28701","swift","alexandria","virginia",-77.1484,38.8191
"28702","c","washington","district of columbia",-77.1404,35.5884
"28703","c++","washington","district of columbia",-77.1404,35.5884
"28704","html","washington","district of columbia",-77.1404,35.5884
"28705","java","washington","district of columbia",-77.1404,35.5884
"28706","javascript","washington","district of columbia",-77.1404,35.5884
"28707","matlab","washington","district of columbia",-77.1404,35.5884
"28708","mysql","washington","district of columbia",-77.1404,35.5884
"28709","python","washington","district of columbia",-77.1404,35.5884
"28710","sql","washington","district of columbia",-77.1404,35.5884
"28711","swift","washington","district of columbia",-77.1404,35.5884
"28712","sql","washington","pennsylvania",-77.1404,35.5884
"28713","c++","washington","virginia",-77.1404,35.5884
"28714","java","washington","virginia",-77.1404,35.5884
"28715","javascript","washington","virginia",-77.1404,35.5884
"28716","c++","alexandria","virginia",-77.121,38.8149
"28717","html","alexandria","virginia",-77.121,38.8149
"28718","javascript","alexandria","virginia",-77.121,38.8149
"28719","matlab","alexandria","virginia",-77.121,38.8149
"28720","python","alexandria","virginia",-77.121,38.8149
"28721","sql","alexandria","virginia",-77.121,38.8149
"28722","swift","alexandria","virginia",-77.121,38.8149
"28723","c++","alexandria","virginia",-77.12,38.832
"28724","html","alexandria","virginia",-77.12,38.832
"28725","javascript","alexandria","virginia",-77.12,38.832
"28726","matlab","alexandria","virginia",-77.12,38.832
"28727","python","alexandria","virginia",-77.12,38.832
"28728","sql","alexandria","virginia",-77.12,38.832
"28729","swift","alexandria","virginia",-77.12,38.832
"28730","c++","alexandria","virginia",-77.1194,38.7794
"28731","html","alexandria","virginia",-77.1194,38.7794
"28732","javascript","alexandria","virginia",-77.1194,38.7794
"28733","matlab","alexandria","virginia",-77.1194,38.7794
"28734","python","alexandria","virginia",-77.1194,38.7794
"28735","sql","alexandria","virginia",-77.1194,38.7794
"28736","swift","alexandria","virginia",-77.1194,38.7794
"28737","c++","alexandria","virginia",-77.1073,38.7192
"28738","html","alexandria","virginia",-77.1073,38.7192
"28739","javascript","alexandria","virginia",-77.1073,38.7192
"28740","matlab","alexandria","virginia",-77.1073,38.7192
"28741","python","alexandria","virginia",-77.1073,38.7192
"28742","sql","alexandria","virginia",-77.1073,38.7192
"28743","swift","alexandria","virginia",-77.1073,38.7192
"28744","c++","murfreesboro","tennessee",-77.1027,36.4319
"28745","java","murfreesboro","tennessee",-77.1027,36.4319
"28746","mysql","murfreesboro","tennessee",-77.1027,36.4319
"28747","python","murfreesboro","tennessee",-77.1027,36.4319
"28748","sql","murfreesboro","tennessee",-77.1027,36.4319
"28749","c++","alexandria","virginia",-77.09,38.8158
"28750","html","alexandria","virginia",-77.09,38.8158
"28751","javascript","alexandria","virginia",-77.09,38.8158
"28752","matlab","alexandria","virginia",-77.09,38.8158
"28753","python","alexandria","virginia",-77.09,38.8158
"28754","sql","alexandria","virginia",-77.09,38.8158
"28755","swift","alexandria","virginia",-77.09,38.8158
"28756","c++","alexandria","virginia",-77.0896,38.8276
"28757","html","alexandria","virginia",-77.0896,38.8276
"28758","javascript","alexandria","virginia",-77.0896,38.8276
"28759","matlab","alexandria","virginia",-77.0896,38.8276
"28760","python","alexandria","virginia",-77.0896,38.8276
"28761","sql","alexandria","virginia",-77.0896,38.8276
"28762","swift","alexandria","virginia",-77.0896,38.8276
"28763","c++","alexandria","virginia",-77.0873,38.7589
"28764","html","alexandria","virginia",-77.0873,38.7589
"28765","javascript","alexandria","virginia",-77.0873,38.7589
"28766","matlab","alexandria","virginia",-77.0873,38.7589
"28767","python","alexandria","virginia",-77.0873,38.7589
"28768","sql","alexandria","virginia",-77.0873,38.7589
"28769","swift","alexandria","virginia",-77.0873,38.7589
"28770","c","washington","district of columbia",-77.086,38.9381
"28771","c++","washington","district of columbia",-77.086,38.9381
"28772","html","washington","district of columbia",-77.086,38.9381
"28773","java","washington","district of columbia",-77.086,38.9381
"28774","javascript","washington","district of columbia",-77.086,38.9381
"28775","matlab","washington","district of columbia",-77.086,38.9381
"28776","mysql","washington","district of columbia",-77.086,38.9381
"28777","python","washington","district of columbia",-77.086,38.9381
"28778","sql","washington","district of columbia",-77.086,38.9381
"28779","swift","washington","district of columbia",-77.086,38.9381
"28780","sql","washington","pennsylvania",-77.086,38.9381
"28781","c++","washington","virginia",-77.086,38.9381
"28782","java","washington","virginia",-77.086,38.9381
"28783","javascript","washington","virginia",-77.086,38.9381
"28784","c++","alexandria","virginia",-77.0814,38.7912
"28785","html","alexandria","virginia",-77.0814,38.7912
"28786","javascript","alexandria","virginia",-77.0814,38.7912
"28787","matlab","alexandria","virginia",-77.0814,38.7912
"28788","python","alexandria","virginia",-77.0814,38.7912
"28789","sql","alexandria","virginia",-77.0814,38.7912
"28790","swift","alexandria","virginia",-77.0814,38.7912
"28791","c","washington","district of columbia",-77.074,38.9144
"28792","c++","washington","district of columbia",-77.074,38.9144
"28793","html","washington","district of columbia",-77.074,38.9144
"28794","java","washington","district of columbia",-77.074,38.9144
"28795","javascript","washington","district of columbia",-77.074,38.9144
"28796","matlab","washington","district of columbia",-77.074,38.9144
"28797","mysql","washington","district of columbia",-77.074,38.9144
"28798","python","washington","district of columbia",-77.074,38.9144
"28799","sql","washington","district of columbia",-77.074,38.9144
"28800","swift","washington","district of columbia",-77.074,38.9144
"28801","sql","washington","pennsylvania",-77.074,38.9144
"28802","c++","washington","virginia",-77.074,38.9144
"28803","java","washington","virginia",-77.074,38.9144
"28804","javascript","washington","virginia",-77.074,38.9144
"28805","c++","alexandria","virginia",-77.0727,38.8031
"28806","html","alexandria","virginia",-77.0727,38.8031
"28807","javascript","alexandria","virginia",-77.0727,38.8031
"28808","matlab","alexandria","virginia",-77.0727,38.8031
"28809","python","alexandria","virginia",-77.0727,38.8031
"28810","sql","alexandria","virginia",-77.0727,38.8031
"28811","swift","alexandria","virginia",-77.0727,38.8031
"28812","c++","alexandria","virginia",-77.0707,38.8013
"28813","html","alexandria","virginia",-77.0707,38.8013
"28814","javascript","alexandria","virginia",-77.0707,38.8013
"28815","matlab","alexandria","virginia",-77.0707,38.8013
"28816","python","alexandria","virginia",-77.0707,38.8013
"28817","sql","alexandria","virginia",-77.0707,38.8013
"28818","swift","alexandria","virginia",-77.0707,38.8013
"28819","c","washington","district of columbia",-77.068,38.9658
"28820","c++","washington","district of columbia",-77.068,38.9658
"28821","html","washington","district of columbia",-77.068,38.9658
"28822","java","washington","district of columbia",-77.068,38.9658
"28823","javascript","washington","district of columbia",-77.068,38.9658
"28824","matlab","washington","district of columbia",-77.068,38.9658
"28825","mysql","washington","district of columbia",-77.068,38.9658
"28826","python","washington","district of columbia",-77.068,38.9658
"28827","sql","washington","district of columbia",-77.068,38.9658
"28828","swift","washington","district of columbia",-77.068,38.9658
"28829","sql","washington","pennsylvania",-77.068,38.9658
"28830","c++","washington","virginia",-77.068,38.9658
"28831","java","washington","virginia",-77.068,38.9658
"28832","javascript","washington","virginia",-77.068,38.9658
"28833","c++","alexandria","virginia",-77.0657,38.7714
"28834","html","alexandria","virginia",-77.0657,38.7714
"28835","javascript","alexandria","virginia",-77.0657,38.7714
"28836","matlab","alexandria","virginia",-77.0657,38.7714
"28837","python","alexandria","virginia",-77.0657,38.7714
"28838","sql","alexandria","virginia",-77.0657,38.7714
"28839","swift","alexandria","virginia",-77.0657,38.7714
"28840","c++","alexandria","virginia",-77.064,38.8372
"28841","html","alexandria","virginia",-77.064,38.8372
"28842","javascript","alexandria","virginia",-77.064,38.8372
"28843","matlab","alexandria","virginia",-77.064,38.8372
"28844","python","alexandria","virginia",-77.064,38.8372
"28845","sql","alexandria","virginia",-77.064,38.8372
"28846","swift","alexandria","virginia",-77.064,38.8372
"28847","c++","alexandria","virginia",-77.0604,38.7316
"28848","html","alexandria","virginia",-77.0604,38.7316
"28849","javascript","alexandria","virginia",-77.0604,38.7316
"28850","matlab","alexandria","virginia",-77.0604,38.7316
"28851","python","alexandria","virginia",-77.0604,38.7316
"28852","sql","alexandria","virginia",-77.0604,38.7316
"28853","swift","alexandria","virginia",-77.0604,38.7316
"28854","c","washington","district of columbia",-77.0599,38.9363
"28855","c++","washington","district of columbia",-77.0599,38.9363
"28856","html","washington","district of columbia",-77.0599,38.9363
"28857","java","washington","district of columbia",-77.0599,38.9363
"28858","javascript","washington","district of columbia",-77.0599,38.9363
"28859","matlab","washington","district of columbia",-77.0599,38.9363
"28860","mysql","washington","district of columbia",-77.0599,38.9363
"28861","python","washington","district of columbia",-77.0599,38.9363
"28862","sql","washington","district of columbia",-77.0599,38.9363
"28863","swift","washington","district of columbia",-77.0599,38.9363
"28864","sql","washington","pennsylvania",-77.0599,38.9363
"28865","c++","washington","virginia",-77.0599,38.9363
"28866","java","washington","virginia",-77.0599,38.9363
"28867","javascript","washington","virginia",-77.0599,38.9363
"28868","c++","alexandria","virginia",-77.0589,38.82
"28869","html","alexandria","virginia",-77.0589,38.82
"28870","javascript","alexandria","virginia",-77.0589,38.82
"28871","matlab","alexandria","virginia",-77.0589,38.82
"28872","python","alexandria","virginia",-77.0589,38.82
"28873","sql","alexandria","virginia",-77.0589,38.82
"28874","swift","alexandria","virginia",-77.0589,38.82
"28875","c","washington","district of columbia",-77.0572,38.90985
"28876","c++","washington","district of columbia",-77.0572,38.90985
"28877","html","washington","district of columbia",-77.0572,38.90985
"28878","java","washington","district of columbia",-77.0572,38.90985
"28879","javascript","washington","district of columbia",-77.0572,38.90985
"28880","matlab","washington","district of columbia",-77.0572,38.90985
"28881","mysql","washington","district of columbia",-77.0572,38.90985
"28882","python","washington","district of columbia",-77.0572,38.90985
"28883","sql","washington","district of columbia",-77.0572,38.90985
"28884","swift","washington","district of columbia",-77.0572,38.90985
"28885","sql","washington","pennsylvania",-77.0572,38.90985
"28886","c++","washington","virginia",-77.0572,38.90985
"28887","java","washington","virginia",-77.0572,38.90985
"28888","javascript","washington","virginia",-77.0572,38.90985
"28889","c","washington","district of columbia",-77.0554,38.8971
"28890","c++","washington","district of columbia",-77.0554,38.8971
"28891","html","washington","district of columbia",-77.0554,38.8971
"28892","java","washington","district of columbia",-77.0554,38.8971
"28893","javascript","washington","district of columbia",-77.0554,38.8971
"28894","matlab","washington","district of columbia",-77.0554,38.8971
"28895","mysql","washington","district of columbia",-77.0554,38.8971
"28896","python","washington","district of columbia",-77.0554,38.8971
"28897","sql","washington","district of columbia",-77.0554,38.8971
"28898","swift","washington","district of columbia",-77.0554,38.8971
"28899","sql","washington","pennsylvania",-77.0554,38.8971
"28900","c++","washington","virginia",-77.0554,38.8971
"28901","java","washington","virginia",-77.0554,38.8971
"28902","javascript","washington","virginia",-77.0554,38.8971
"28903","c++","alexandria","virginia",-77.0529,38.806
"28904","html","alexandria","virginia",-77.0529,38.806
"28905","javascript","alexandria","virginia",-77.0529,38.806
"28906","matlab","alexandria","virginia",-77.0529,38.806
"28907","python","alexandria","virginia",-77.0529,38.806
"28908","sql","alexandria","virginia",-77.0529,38.806
"28909","swift","alexandria","virginia",-77.0529,38.806
"28910","c","washington","district of columbia",-77.0504,38.9014
"28911","c++","washington","district of columbia",-77.0504,38.9014
"28912","html","washington","district of columbia",-77.0504,38.9014
"28913","java","washington","district of columbia",-77.0504,38.9014
"28914","javascript","washington","district of columbia",-77.0504,38.9014
"28915","matlab","washington","district of columbia",-77.0504,38.9014
"28916","mysql","washington","district of columbia",-77.0504,38.9014
"28917","python","washington","district of columbia",-77.0504,38.9014
"28918","sql","washington","district of columbia",-77.0504,38.9014
"28919","swift","washington","district of columbia",-77.0504,38.9014
"28920","sql","washington","pennsylvania",-77.0504,38.9014
"28921","c++","washington","virginia",-77.0504,38.9014
"28922","java","washington","virginia",-77.0504,38.9014
"28923","javascript","washington","virginia",-77.0504,38.9014
"28924","c","washington","district of columbia",-77.0501,38.9007
"28925","c++","washington","district of columbia",-77.0501,38.9007
"28926","html","washington","district of columbia",-77.0501,38.9007
"28927","java","washington","district of columbia",-77.0501,38.9007
"28928","javascript","washington","district of columbia",-77.0501,38.9007
"28929","matlab","washington","district of columbia",-77.0501,38.9007
"28930","mysql","washington","district of columbia",-77.0501,38.9007
"28931","python","washington","district of columbia",-77.0501,38.9007
"28932","sql","washington","district of columbia",-77.0501,38.9007
"28933","swift","washington","district of columbia",-77.0501,38.9007
"28934","sql","washington","pennsylvania",-77.0501,38.9007
"28935","c++","washington","virginia",-77.0501,38.9007
"28936","java","washington","virginia",-77.0501,38.9007
"28937","javascript","washington","virginia",-77.0501,38.9007
"28938","c","washington","district of columbia",-77.0495,38.8654
"28939","c++","washington","district of columbia",-77.0495,38.8654
"28940","html","washington","district of columbia",-77.0495,38.8654
"28941","java","washington","district of columbia",-77.0495,38.8654
"28942","javascript","washington","district of columbia",-77.0495,38.8654
"28943","matlab","washington","district of columbia",-77.0495,38.8654
"28944","mysql","washington","district of columbia",-77.0495,38.8654
"28945","python","washington","district of columbia",-77.0495,38.8654
"28946","sql","washington","district of columbia",-77.0495,38.8654
"28947","swift","washington","district of columbia",-77.0495,38.8654
"28948","sql","washington","pennsylvania",-77.0495,38.8654
"28949","c++","washington","virginia",-77.0495,38.8654
"28950","java","washington","virginia",-77.0495,38.8654
"28951","javascript","washington","virginia",-77.0495,38.8654
"28952","c","washington","district of columbia",-77.049,38.8932
"28953","c++","washington","district of columbia",-77.049,38.8932
"28954","html","washington","district of columbia",-77.049,38.8932
"28955","java","washington","district of columbia",-77.049,38.8932
"28956","javascript","washington","district of columbia",-77.049,38.8932
"28957","matlab","washington","district of columbia",-77.049,38.8932
"28958","mysql","washington","district of columbia",-77.049,38.8932
"28959","python","washington","district of columbia",-77.049,38.8932
"28960","sql","washington","district of columbia",-77.049,38.8932
"28961","swift","washington","district of columbia",-77.049,38.8932
"28962","sql","washington","pennsylvania",-77.049,38.8932
"28963","c++","washington","virginia",-77.049,38.8932
"28964","java","washington","virginia",-77.049,38.8932
"28965","javascript","washington","virginia",-77.049,38.8932
"28966","c","washington","district of columbia",-77.0485,38.9028
"28967","c++","washington","district of columbia",-77.0485,38.9028
"28968","html","washington","district of columbia",-77.0485,38.9028
"28969","java","washington","district of columbia",-77.0485,38.9028
"28970","javascript","washington","district of columbia",-77.0485,38.9028
"28971","matlab","washington","district of columbia",-77.0485,38.9028
"28972","mysql","washington","district of columbia",-77.0485,38.9028
"28973","python","washington","district of columbia",-77.0485,38.9028
"28974","sql","washington","district of columbia",-77.0485,38.9028
"28975","swift","washington","district of columbia",-77.0485,38.9028
"28976","sql","washington","pennsylvania",-77.0485,38.9028
"28977","c++","washington","virginia",-77.0485,38.9028
"28978","java","washington","virginia",-77.0485,38.9028
"28979","javascript","washington","virginia",-77.0485,38.9028
"28980","c","washington","district of columbia",-77.0479,38.9001
"28981","c++","washington","district of columbia",-77.0479,38.9001
"28982","html","washington","district of columbia",-77.0479,38.9001
"28983","java","washington","district of columbia",-77.0479,38.9001
"28984","javascript","washington","district of columbia",-77.0479,38.9001
"28985","matlab","washington","district of columbia",-77.0479,38.9001
"28986","mysql","washington","district of columbia",-77.0479,38.9001
"28987","python","washington","district of columbia",-77.0479,38.9001
"28988","sql","washington","district of columbia",-77.0479,38.9001
"28989","swift","washington","district of columbia",-77.0479,38.9001
"28990","sql","washington","pennsylvania",-77.0479,38.9001
"28991","c++","washington","virginia",-77.0479,38.9001
"28992","java","washington","virginia",-77.0479,38.9001
"28993","javascript","washington","virginia",-77.0479,38.9001
"28994","c","washington","district of columbia",-77.0478,38.8945
"28995","c++","washington","district of columbia",-77.0478,38.8945
"28996","html","washington","district of columbia",-77.0478,38.8945
"28997","java","washington","district of columbia",-77.0478,38.8945
"28998","javascript","washington","district of columbia",-77.0478,38.8945
"28999","matlab","washington","district of columbia",-77.0478,38.8945
"29000","mysql","washington","district of columbia",-77.0478,38.8945
"29001","python","washington","district of columbia",-77.0478,38.8945
"29002","sql","washington","district of columbia",-77.0478,38.8945
"29003","swift","washington","district of columbia",-77.0478,38.8945
"29004","sql","washington","pennsylvania",-77.0478,38.8945
"29005","c++","washington","virginia",-77.0478,38.8945
"29006","java","washington","virginia",-77.0478,38.8945
"29007","javascript","washington","virginia",-77.0478,38.8945
"29008","c","washington","district of columbia",-77.0476,38.9021
"29009","c++","washington","district of columbia",-77.0476,38.9021
"29010","html","washington","district of columbia",-77.0476,38.9021
"29011","java","washington","district of columbia",-77.0476,38.9021
"29012","javascript","washington","district of columbia",-77.0476,38.9021
"29013","matlab","washington","district of columbia",-77.0476,38.9021
"29014","mysql","washington","district of columbia",-77.0476,38.9021
"29015","python","washington","district of columbia",-77.0476,38.9021
"29016","sql","washington","district of columbia",-77.0476,38.9021
"29017","swift","washington","district of columbia",-77.0476,38.9021
"29018","sql","washington","pennsylvania",-77.0476,38.9021
"29019","c++","washington","virginia",-77.0476,38.9021
"29020","java","washington","virginia",-77.0476,38.9021
"29021","javascript","washington","virginia",-77.0476,38.9021
"29022","c","washington","district of columbia",-77.0474,38.9022
"29023","c++","washington","district of columbia",-77.0474,38.9022
"29024","html","washington","district of columbia",-77.0474,38.9022
"29025","java","washington","district of columbia",-77.0474,38.9022
"29026","javascript","washington","district of columbia",-77.0474,38.9022
"29027","matlab","washington","district of columbia",-77.0474,38.9022
"29028","mysql","washington","district of columbia",-77.0474,38.9022
"29029","python","washington","district of columbia",-77.0474,38.9022
"29030","sql","washington","district of columbia",-77.0474,38.9022
"29031","swift","washington","district of columbia",-77.0474,38.9022
"29032","sql","washington","pennsylvania",-77.0474,38.9022
"29033","c++","washington","virginia",-77.0474,38.9022
"29034","java","washington","virginia",-77.0474,38.9022
"29035","javascript","washington","virginia",-77.0474,38.9022
"29036","c++","alexandria","virginia",-77.0467,38.8044
"29037","html","alexandria","virginia",-77.0467,38.8044
"29038","javascript","alexandria","virginia",-77.0467,38.8044
"29039","matlab","alexandria","virginia",-77.0467,38.8044
"29040","python","alexandria","virginia",-77.0467,38.8044
"29041","sql","alexandria","virginia",-77.0467,38.8044
"29042","swift","alexandria","virginia",-77.0467,38.8044
"29043","c","washington","district of columbia",-77.0466,38.9053
"29044","c++","washington","district of columbia",-77.0466,38.9053
"29045","html","washington","district of columbia",-77.0466,38.9053
"29046","java","washington","district of columbia",-77.0466,38.9053
"29047","javascript","washington","district of columbia",-77.0466,38.9053
"29048","matlab","washington","district of columbia",-77.0466,38.9053
"29049","mysql","washington","district of columbia",-77.0466,38.9053
"29050","python","washington","district of columbia",-77.0466,38.9053
"29051","sql","washington","district of columbia",-77.0466,38.9053
"29052","swift","washington","district of columbia",-77.0466,38.9053
"29053","sql","washington","pennsylvania",-77.0466,38.9053
"29054","c++","washington","virginia",-77.0466,38.9053
"29055","java","washington","virginia",-77.0466,38.9053
"29056","javascript","washington","virginia",-77.0466,38.9053
"29057","c","washington","district of columbia",-77.0453,38.9139
"29058","c++","washington","district of columbia",-77.0453,38.9139
"29059","html","washington","district of columbia",-77.0453,38.9139
"29060","java","washington","district of columbia",-77.0453,38.9139
"29061","javascript","washington","district of columbia",-77.0453,38.9139
"29062","matlab","washington","district of columbia",-77.0453,38.9139
"29063","mysql","washington","district of columbia",-77.0453,38.9139
"29064","python","washington","district of columbia",-77.0453,38.9139
"29065","sql","washington","district of columbia",-77.0453,38.9139
"29066","swift","washington","district of columbia",-77.0453,38.9139
"29067","sql","washington","pennsylvania",-77.0453,38.9139
"29068","c++","washington","virginia",-77.0453,38.9139
"29069","java","washington","virginia",-77.0453,38.9139
"29070","javascript","washington","virginia",-77.0453,38.9139
"29071","c","washington","district of columbia",-77.0452,38.892
"29072","c++","washington","district of columbia",-77.0452,38.892
"29073","html","washington","district of columbia",-77.0452,38.892
"29074","java","washington","district of columbia",-77.0452,38.892
"29075","javascript","washington","district of columbia",-77.0452,38.892
"29076","matlab","washington","district of columbia",-77.0452,38.892
"29077","mysql","washington","district of columbia",-77.0452,38.892
"29078","python","washington","district of columbia",-77.0452,38.892
"29079","sql","washington","district of columbia",-77.0452,38.892
"29080","swift","washington","district of columbia",-77.0452,38.892
"29081","sql","washington","pennsylvania",-77.0452,38.892
"29082","c++","washington","virginia",-77.0452,38.892
"29083","java","washington","virginia",-77.0452,38.892
"29084","javascript","washington","virginia",-77.0452,38.892
"29085","c","washington","district of columbia",-77.0447,38.8964
"29086","c++","washington","district of columbia",-77.0447,38.8964
"29087","html","washington","district of columbia",-77.0447,38.8964
"29088","java","washington","district of columbia",-77.0447,38.8964
"29089","javascript","washington","district of columbia",-77.0447,38.8964
"29090","matlab","washington","district of columbia",-77.0447,38.8964
"29091","mysql","washington","district of columbia",-77.0447,38.8964
"29092","python","washington","district of columbia",-77.0447,38.8964
"29093","sql","washington","district of columbia",-77.0447,38.8964
"29094","swift","washington","district of columbia",-77.0447,38.8964
"29095","sql","washington","pennsylvania",-77.0447,38.8964
"29096","c++","washington","virginia",-77.0447,38.8964
"29097","java","washington","virginia",-77.0447,38.8964
"29098","javascript","washington","virginia",-77.0447,38.8964
"29099","c","washington","district of columbia",-77.0446,38.9043
"29100","c++","washington","district of columbia",-77.0446,38.9043
"29101","html","washington","district of columbia",-77.0446,38.9043
"29102","java","washington","district of columbia",-77.0446,38.9043
"29103","javascript","washington","district of columbia",-77.0446,38.9043
"29104","matlab","washington","district of columbia",-77.0446,38.9043
"29105","mysql","washington","district of columbia",-77.0446,38.9043
"29106","python","washington","district of columbia",-77.0446,38.9043
"29107","sql","washington","district of columbia",-77.0446,38.9043
"29108","swift","washington","district of columbia",-77.0446,38.9043
"29109","sql","washington","pennsylvania",-77.0446,38.9043
"29110","c++","washington","virginia",-77.0446,38.9043
"29111","java","washington","virginia",-77.0446,38.9043
"29112","javascript","washington","virginia",-77.0446,38.9043
"29113","c","washington","district of columbia",-77.0444,38.8977
"29114","c++","washington","district of columbia",-77.0444,38.8977
"29115","html","washington","district of columbia",-77.0444,38.8977
"29116","java","washington","district of columbia",-77.0444,38.8977
"29117","javascript","washington","district of columbia",-77.0444,38.8977
"29118","matlab","washington","district of columbia",-77.0444,38.8977
"29119","mysql","washington","district of columbia",-77.0444,38.8977
"29120","python","washington","district of columbia",-77.0444,38.8977
"29121","sql","washington","district of columbia",-77.0444,38.8977
"29122","swift","washington","district of columbia",-77.0444,38.8977
"29123","sql","washington","pennsylvania",-77.0444,38.8977
"29124","c++","washington","virginia",-77.0444,38.8977
"29125","java","washington","virginia",-77.0444,38.8977
"29126","javascript","washington","virginia",-77.0444,38.8977
"29127","c","washington","district of columbia",-77.0437,38.9022
"29128","c++","washington","district of columbia",-77.0437,38.9022
"29129","html","washington","district of columbia",-77.0437,38.9022
"29130","java","washington","district of columbia",-77.0437,38.9022
"29131","javascript","washington","district of columbia",-77.0437,38.9022
"29132","matlab","washington","district of columbia",-77.0437,38.9022
"29133","mysql","washington","district of columbia",-77.0437,38.9022
"29134","python","washington","district of columbia",-77.0437,38.9022
"29135","sql","washington","district of columbia",-77.0437,38.9022
"29136","swift","washington","district of columbia",-77.0437,38.9022
"29137","sql","washington","pennsylvania",-77.0437,38.9022
"29138","c++","washington","virginia",-77.0437,38.9022
"29139","java","washington","virginia",-77.0437,38.9022
"29140","javascript","washington","virginia",-77.0437,38.9022
"29141","c","washington","district of columbia",-77.0431,38.9007
"29142","c++","washington","district of columbia",-77.0431,38.9007
"29143","html","washington","district of columbia",-77.0431,38.9007
"29144","java","washington","district of columbia",-77.0431,38.9007
"29145","javascript","washington","district of columbia",-77.0431,38.9007
"29146","matlab","washington","district of columbia",-77.0431,38.9007
"29147","mysql","washington","district of columbia",-77.0431,38.9007
"29148","python","washington","district of columbia",-77.0431,38.9007
"29149","sql","washington","district of columbia",-77.0431,38.9007
"29150","swift","washington","district of columbia",-77.0431,38.9007
"29151","sql","washington","pennsylvania",-77.0431,38.9007
"29152","c++","washington","virginia",-77.0431,38.9007
"29153","java","washington","virginia",-77.0431,38.9007
"29154","javascript","washington","virginia",-77.0431,38.9007
"29155","c","washington","district of columbia",-77.0428,38.8986
"29156","c++","washington","district of columbia",-77.0428,38.8986
"29157","html","washington","district of columbia",-77.0428,38.8986
"29158","java","washington","district of columbia",-77.0428,38.8986
"29159","javascript","washington","district of columbia",-77.0428,38.8986
"29160","matlab","washington","district of columbia",-77.0428,38.8986
"29161","mysql","washington","district of columbia",-77.0428,38.8986
"29162","python","washington","district of columbia",-77.0428,38.8986
"29163","sql","washington","district of columbia",-77.0428,38.8986
"29164","swift","washington","district of columbia",-77.0428,38.8986
"29165","sql","washington","pennsylvania",-77.0428,38.8986
"29166","c++","washington","virginia",-77.0428,38.8986
"29167","java","washington","virginia",-77.0428,38.8986
"29168","javascript","washington","virginia",-77.0428,38.8986
"29169","c","washington","district of columbia",-77.042,38.9
"29170","c++","washington","district of columbia",-77.042,38.9
"29171","html","washington","district of columbia",-77.042,38.9
"29172","java","washington","district of columbia",-77.042,38.9
"29173","javascript","washington","district of columbia",-77.042,38.9
"29174","matlab","washington","district of columbia",-77.042,38.9
"29175","mysql","washington","district of columbia",-77.042,38.9
"29176","python","washington","district of columbia",-77.042,38.9
"29177","sql","washington","district of columbia",-77.042,38.9
"29178","swift","washington","district of columbia",-77.042,38.9
"29179","sql","washington","pennsylvania",-77.042,38.9
"29180","c++","washington","virginia",-77.042,38.9
"29181","java","washington","virginia",-77.042,38.9
"29182","javascript","washington","virginia",-77.042,38.9
"29183","c","washington","district of columbia",-77.0414,38.9087
"29184","c++","washington","district of columbia",-77.0414,38.9087
"29185","html","washington","district of columbia",-77.0414,38.9087
"29186","java","washington","district of columbia",-77.0414,38.9087
"29187","javascript","washington","district of columbia",-77.0414,38.9087
"29188","matlab","washington","district of columbia",-77.0414,38.9087
"29189","mysql","washington","district of columbia",-77.0414,38.9087
"29190","python","washington","district of columbia",-77.0414,38.9087
"29191","sql","washington","district of columbia",-77.0414,38.9087
"29192","swift","washington","district of columbia",-77.0414,38.9087
"29193","sql","washington","pennsylvania",-77.0414,38.9087
"29194","c++","washington","virginia",-77.0414,38.9087
"29195","java","washington","virginia",-77.0414,38.9087
"29196","javascript","washington","virginia",-77.0414,38.9087
"29197","c","washington","district of columbia",-77.0409,38.8971
"29198","c++","washington","district of columbia",-77.0409,38.8971
"29199","html","washington","district of columbia",-77.0409,38.8971
"29200","java","washington","district of columbia",-77.0409,38.8971
"29201","javascript","washington","district of columbia",-77.0409,38.8971
"29202","matlab","washington","district of columbia",-77.0409,38.8971
"29203","mysql","washington","district of columbia",-77.0409,38.8971
"29204","python","washington","district of columbia",-77.0409,38.8971
"29205","sql","washington","district of columbia",-77.0409,38.8971
"29206","swift","washington","district of columbia",-77.0409,38.8971
"29207","sql","washington","pennsylvania",-77.0409,38.8971
"29208","c++","washington","virginia",-77.0409,38.8971
"29209","java","washington","virginia",-77.0409,38.8971
"29210","javascript","washington","virginia",-77.0409,38.8971
"29211","c","washington","district of columbia",-77.0403,38.8994
"29212","c++","washington","district of columbia",-77.0403,38.8994
"29213","html","washington","district of columbia",-77.0403,38.8994
"29214","java","washington","district of columbia",-77.0403,38.8994
"29215","javascript","washington","district of columbia",-77.0403,38.8994
"29216","matlab","washington","district of columbia",-77.0403,38.8994
"29217","mysql","washington","district of columbia",-77.0403,38.8994
"29218","python","washington","district of columbia",-77.0403,38.8994
"29219","sql","washington","district of columbia",-77.0403,38.8994
"29220","swift","washington","district of columbia",-77.0403,38.8994
